title,years_experience,degree_level,location,industry,company_size,skills,skill_count,salary
devops_engineer,9.8,master,singapore,consulting,enterprise,"['CI/CD', 'AWS', 'Ansible', 'Grafana', 'Helm', 'Kubernetes', 'Docker']",7,296704.4751946857
software_engineer,7.4,master,remote,education,enterprise,"['Redis', 'PostgreSQL', 'Next.js', 'TypeScript', 'Node.js', 'React']",6,147645.44637812529
product_manager,6.4,bachelor,austin,manufacturing,enterprise,"['Agile', 'SQL', 'Analytics', 'Product Management', 'Figma', 'Stakeholder Management']",6,191359.67962040086
frontend_engineer,1.6,master,san_francisco,finance,large,"['JavaScript', 'Jest', 'Next.js']",3,220158.14351567312
data_scientist,2.0,master,remote,media,enterprise,"['SHAP', 'TensorFlow', 'Pandas', 'NLP']",4,148280.07858669932
product_manager,4.1,bachelor,bengaluru,manufacturing,small,"['Jira', 'Stakeholder Management', 'Analytics', 'A/B Testing', 'SQL']",5,80209.3006349687
data_scientist,5.4,master,new_york,healthcare,enterprise,"['NumPy', 'NLP', 'TensorFlow', 'PyTorch', 'scikit-learn']",5,285899.40702929976
backend_engineer,15.7,phd,london,manufacturing,small,"['Docker', 'Kafka', 'Redis', 'MongoDB', 'Celery', 'Go', 'PostgreSQL', 'Python', 'REST APIs', 'Java']",10,269087.82780679123
product_manager,3.0,bachelor,new_york,manufacturing,mid,"['Figma', 'Jira', 'A/B Testing', 'SQL']",4,179076.13528658927
devops_engineer,5.4,associate,berlin,technology,small,"['Linux', 'Kubernetes', 'Helm', 'Prometheus', 'AWS']",5,210220.64601151634
ml_engineer,3.8,master,toronto,education,startup,"['Python', 'MLflow', 'Kubernetes', 'Docker']",4,143900.83071568047
data_engineer,6.5,master,singapore,finance,mid,"['ETL', 'Python', 'dbt', 'PostgreSQL', 'Airflow', 'Snowflake']",6,323612.2004092097
backend_engineer,2.6,master,remote,energy,mid,"['Celery', 'REST APIs', 'Go', 'Java']",4,160976.44826280628
site_reliability_engineer,5.5,bachelor,remote,consulting,small,"['Prometheus', 'Grafana', 'Go', 'Docker', 'AWS']",5,227945.16877811903
product_manager,3.1,none,singapore,energy,mid,"['Jira', 'Product Management', 'SQL', 'Stakeholder Management']",4,171861.94971637413
data_scientist,4.2,none,new_york,technology,mid,"['NumPy', 'Machine Learning', 'Python', 'Pandas', 'SHAP']",5,234480.58627907844
fullstack_engineer,5.2,associate,berlin,manufacturing,small,"['Docker', 'Next.js', 'PostgreSQL', 'GraphQL', 'Node.js']",5,175342.9150180377
backend_engineer,2.2,phd,seattle,technology,small,"['Redis', 'Go', 'PostgreSQL', 'Celery']",4,196129.5070122491
frontend_engineer,2.7,master,singapore,healthcare,mid,"['React', 'GraphQL', 'JavaScript', 'Vue.js']",4,132213.38038068722
software_engineer,7.6,bachelor,san_francisco,energy,small,"['PostgreSQL', 'Redis', 'Node.js', 'Java', 'Python', 'TypeScript']",6,266564.49726250675
devops_engineer,3.5,associate,remote,consulting,enterprise,"['Docker', 'AWS', 'Linux', 'Prometheus']",4,179631.4118138221
frontend_engineer,6.3,bachelor,singapore,education,small,"['GraphQL', 'TypeScript', 'Jest', 'JavaScript', 'Next.js', 'Redux']",6,123250.84591698473
fullstack_engineer,7.1,master,remote,education,large,"['Node.js', 'React', 'Next.js', 'PostgreSQL', 'JavaScript', 'GraphQL']",6,162870.96007215598
product_manager,4.9,phd,london,manufacturing,mid,"['SQL', 'Figma', 'Agile', 'Product Management', 'A/B Testing']",5,187974.09350706273
fullstack_engineer,5.5,master,austin,retail,mid,"['Next.js', 'Node.js', 'PostgreSQL', 'React', 'GraphQL']",5,154513.9002514626
fullstack_engineer,4.7,associate,seattle,healthcare,mid,"['JavaScript', 'React', 'Docker', 'TypeScript', 'PostgreSQL']",5,219570.66689000328
devops_engineer,3.8,associate,london,consulting,startup,"['Helm', 'Linux', 'Docker', 'Prometheus']",4,201790.87293763252
fullstack_engineer,6.5,master,berlin,healthcare,enterprise,"['Docker', 'Next.js', 'Node.js', 'GraphQL', 'TypeScript', 'PostgreSQL']",6,204236.07785645197
ml_engineer,15.8,master,austin,technology,small,"['PyTorch', 'Deep Learning', 'TensorFlow', 'Python', 'LLM', 'Machine Learning', 'Kubernetes', 'Docker', 'RAG', 'MLflow']",10,478364.76363306365
ml_engineer,3.2,bachelor,san_francisco,healthcare,large,"['Deep Learning', 'Kubernetes', 'Python', 'PyTorch']",4,287463.44837516453
backend_engineer,10.6,bachelor,bengaluru,healthcare,large,"['Python', 'PostgreSQL', 'Java', 'Kafka', 'Go', 'Redis', 'Docker', 'REST APIs']",8,145764.31266574492
backend_engineer,4.9,master,bengaluru,education,startup,"['Java', 'REST APIs', 'Docker', 'Kafka', 'Celery']",5,80209.9451692411
data_scientist,0.3,bachelor,berlin,consulting,mid,"['scikit-learn', 'NLP', 'SHAP']",3,177484.3910757014
fullstack_engineer,2.2,master,bengaluru,technology,small,"['JavaScript', 'FastAPI', 'TypeScript', 'React']",4,95863.22683320816
data_scientist,5.7,bachelor,new_york,media,startup,"['TensorFlow', 'PyTorch', 'SHAP', 'Python', 'NLP']",5,193999.39454158224
fullstack_engineer,17.2,bachelor,bengaluru,retail,large,"['GraphQL', 'FastAPI', 'Docker', 'TypeScript', 'Node.js', 'PostgreSQL', 'Next.js', 'React', 'JavaScript', 'RAG', 'MongoDB']",11,181810.42284870165
software_engineer,5.3,master,remote,education,mid,"['Docker', 'Python', 'Next.js', 'Java', 'Redis']",5,126535.53034230685
frontend_engineer,10.8,bachelor,london,manufacturing,large,"['TypeScript', 'JavaScript', 'Jest', 'Redux', 'Next.js', 'GraphQL', 'React', 'Tailwind CSS']",8,207761.29825754906
frontend_engineer,2.0,master,london,media,mid,"['JavaScript', 'Jest', 'React', 'TypeScript']",4,147005.58824865866
frontend_engineer,3.6,bachelor,new_york,technology,small,"['Tailwind CSS', 'JavaScript', 'Redux', 'TypeScript']",4,179222.99568795227
backend_engineer,1.1,bachelor,seattle,energy,small,"['Kafka', 'REST APIs', 'Celery']",3,171451.8953653304
product_manager,3.6,bachelor,new_york,manufacturing,mid,"['Analytics', 'Figma', 'Jira', 'A/B Testing']",4,192872.05841548112
frontend_engineer,4.9,bachelor,new_york,retail,small,"['Jest', 'Redux', 'JavaScript', 'Next.js', 'Tailwind CSS']",5,129847.29462525043
ml_engineer,6.4,master,seattle,healthcare,mid,"['Machine Learning', 'RAG', 'MLflow', 'LLM', 'Kubernetes', 'PyTorch']",6,300819.5347087443
frontend_engineer,13.3,bachelor,bengaluru,consulting,mid,"['Vue.js', 'TypeScript', 'React', 'Jest', 'GraphQL', 'JavaScript', 'Next.js', 'Tailwind CSS', 'Redux']",9,167646.27310199663
data_engineer,7.1,phd,singapore,consulting,enterprise,"['AWS', 'dbt', 'Python', 'SQL', 'ETL', 'Spark']",6,384550.62818631897
product_manager,7.7,master,seattle,media,large,"['Product Management', 'A/B Testing', 'SQL', 'Jira', 'Agile', 'Stakeholder Management']",6,199826.91249173958
data_engineer,8.1,bachelor,toronto,energy,enterprise,"['dbt', 'Airflow', 'Spark', 'Kafka', 'AWS', 'Python', 'SQL']",7,285579.62891612377
data_engineer,1.6,bachelor,berlin,finance,startup,"['dbt', 'Python', 'PostgreSQL']",3,180643.93643495464
software_engineer,2.7,master,austin,manufacturing,large,"['React', 'Redis', 'Node.js', 'TypeScript']",4,151493.00975258698
data_scientist,5.5,master,london,retail,small,"['Pandas', 'NLP', 'SQL', 'NumPy', 'Machine Learning']",5,190740.03375601608
ml_engineer,7.2,bachelor,san_francisco,technology,startup,"['Deep Learning', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Kubernetes', 'LLM']",6,318307.3140717924
data_scientist,11.2,master,san_francisco,education,enterprise,"['SHAP', 'PyTorch', 'NLP', 'Pandas', 'NumPy', 'SQL', 'Python', 'TensorFlow']",8,272943.654610734
product_manager,4.2,master,berlin,finance,small,"['Agile', 'Stakeholder Management', 'Figma', 'SQL', 'Product Management']",5,226102.1398495172
backend_engineer,8.9,associate,singapore,energy,small,"['Java', 'Docker', 'Python', 'REST APIs', 'Celery', 'Redis', 'Kafka']",7,258028.67152270777
backend_engineer,10.1,master,seattle,energy,large,"['Redis', 'Docker', 'MongoDB', 'REST APIs', 'Kafka', 'Java', 'Go', 'Python']",8,321845.66818266426
product_manager,3.4,bachelor,singapore,technology,mid,"['SQL', 'Product Management', 'Figma', 'Jira']",4,196250.06607161203
fullstack_engineer,3.3,master,bengaluru,healthcare,small,"['Docker', 'PostgreSQL', 'Node.js', 'FastAPI']",4,101221.2646117242
data_engineer,4.7,none,austin,energy,small,"['Kafka', 'Spark', 'AWS', 'Snowflake', 'PostgreSQL']",5,193008.77110646048
software_engineer,2.0,bachelor,seattle,healthcare,enterprise,"['Next.js', 'TypeScript', 'FastAPI', 'React']",4,195556.55502119567
frontend_engineer,4.1,none,remote,media,mid,"['Vue.js', 'React', 'Tailwind CSS', 'Redux', 'GraphQL']",5,116815.37648220662
data_engineer,3.8,none,remote,manufacturing,startup,"['Airflow', 'Snowflake', 'Kafka', 'AWS']",4,158531.0973732262
backend_engineer,6.0,master,remote,media,mid,"['Redis', 'Kafka', 'Docker', 'Python', 'REST APIs', 'Celery']",6,161524.4128029479
data_engineer,2.0,master,bengaluru,technology,mid,"['ETL', 'AWS', 'Python', 'Spark']",4,114978.67798226554
data_engineer,6.4,master,berlin,energy,large,"['Python', 'PostgreSQL', 'SQL', 'Kafka', 'ETL', 'Spark']",6,246960.5898692366
software_engineer,11.7,master,london,energy,large,"['Java', 'Docker', 'PostgreSQL', 'React', 'TypeScript', 'FastAPI', 'Python', 'Next.js']",8,294025.3567695529
data_engineer,5.4,bachelor,remote,technology,mid,"['PostgreSQL', 'Spark', 'SQL', 'Airflow', 'ETL']",5,175204.98243696985
frontend_engineer,5.7,master,remote,technology,large,"['Jest', 'Redux', 'Next.js', 'JavaScript', 'Vue.js']",5,182938.74816905157
devops_engineer,5.2,bachelor,bengaluru,manufacturing,large,"['Kubernetes', 'Ansible', 'AWS', 'Helm', 'Linux']",5,96245.20462071104
backend_engineer,0.5,master,singapore,consulting,mid,"['Python', 'Redis', 'MongoDB']",3,175523.73975124815
software_engineer,3.4,master,singapore,media,mid,"['Java', 'Docker', 'PostgreSQL', 'TypeScript']",4,158028.9296362038
devops_engineer,10.1,master,toronto,technology,large,"['Docker', 'Kubernetes', 'CI/CD', 'Ansible', 'Terraform', 'Prometheus', 'Helm', 'AWS']",8,272969.09304708394
product_manager,1.8,bachelor,san_francisco,technology,small,"['Jira', 'Product Management', 'Analytics']",3,239921.02831577373
site_reliability_engineer,4.8,master,berlin,technology,small,"['CI/CD', 'AWS', 'Prometheus', 'Go', 'Docker']",5,244395.37825344945
ml_engineer,7.2,bachelor,seattle,media,mid,"['Kubernetes', 'RAG', 'Docker', 'Deep Learning', 'LLM', 'MLflow']",6,241198.74184416793
ml_engineer,7.1,bachelor,remote,technology,large,"['PyTorch', 'Deep Learning', 'Kubernetes', 'TensorFlow', 'RAG', 'Docker']",6,219800.3934236805
product_manager,3.7,bachelor,toronto,media,large,"['Analytics', 'Jira', 'SQL', 'Figma']",4,147163.2058946561
site_reliability_engineer,6.7,bachelor,new_york,finance,mid,"['Kubernetes', 'CI/CD', 'Go', 'AWS', 'Grafana', 'Terraform']",6,316159.50572442426
fullstack_engineer,3.7,phd,seattle,technology,large,"['FastAPI', 'Docker', 'TypeScript', 'GraphQL']",4,235139.77669652636
software_engineer,10.7,bachelor,berlin,finance,mid,"['PostgreSQL', 'TypeScript', 'Python', 'Node.js', 'FastAPI', 'Docker', 'Next.js', 'Java']",8,345107.8372631181
ml_engineer,8.8,phd,austin,manufacturing,small,"['TensorFlow', 'Deep Learning', 'Machine Learning', 'MLflow', 'Kubernetes', 'PyTorch', 'Python']",7,291689.9768409751
fullstack_engineer,3.4,bachelor,berlin,finance,enterprise,"['Docker', 'FastAPI', 'Node.js', 'PostgreSQL']",4,211206.69369901204
software_engineer,6.5,none,london,media,small,"['Java', 'Next.js', 'FastAPI', 'React', 'Docker', 'Node.js']",6,199244.89874859515
fullstack_engineer,5.2,master,bengaluru,retail,large,"['React', 'PostgreSQL', 'Docker', 'TypeScript', 'Node.js']",5,88162.7980553545
ml_engineer,3.4,master,new_york,technology,large,"['Python', 'TensorFlow', 'PyTorch', 'LLM']",4,328955.7529965624
site_reliability_engineer,4.7,master,seattle,media,mid,"['Go', 'Linux', 'Docker', 'AWS', 'Prometheus']",5,215641.1095753478
ml_engineer,2.7,bachelor,seattle,energy,large,"['Python', 'Docker', 'Machine Learning', 'MLflow']",4,246871.18787155554
product_manager,1.8,master,remote,manufacturing,enterprise,"['SQL', 'Product Management', 'Figma']",3,133698.1653541767
backend_engineer,6.2,master,remote,manufacturing,enterprise,"['Kafka', 'REST APIs', 'Go', 'Redis', 'Java', 'Python']",6,180770.95802841376
data_scientist,7.8,bachelor,remote,healthcare,large,"['Pandas', 'PyTorch', 'SQL', 'Machine Learning', 'Python', 'scikit-learn']",6,195962.21663401145
data_engineer,3.5,master,berlin,technology,mid,"['dbt', 'Airflow', 'PostgreSQL', 'Python']",4,220731.5988638189
data_engineer,5.9,associate,seattle,healthcare,mid,"['Kafka', 'AWS', 'Airflow', 'Snowflake', 'ETL']",5,262544.21997128107
frontend_engineer,1.2,master,berlin,energy,enterprise,"['GraphQL', 'Next.js', 'Redux']",3,151266.2324044106
site_reliability_engineer,7.8,phd,toronto,manufacturing,mid,"['AWS', 'Grafana', 'CI/CD', 'Docker', 'Kubernetes', 'Linux']",6,257050.73476986733
backend_engineer,6.4,none,remote,manufacturing,large,"['Python', 'Kafka', 'PostgreSQL', 'Java', 'Go', 'Celery']",6,157936.63602509504
product_manager,6.3,master,bengaluru,education,mid,"['Analytics', 'Product Management', 'SQL', 'Stakeholder Management', 'A/B Testing', 'Jira']",6,78475.71631240408
product_manager,5.2,master,bengaluru,education,large,"['Jira', 'Product Management', 'Analytics', 'A/B Testing', 'Stakeholder Management']",5,84171.33268728167
product_manager,1.0,bachelor,remote,manufacturing,small,"['Jira', 'Agile', 'A/B Testing']",3,128650.9830702271
fullstack_engineer,3.7,associate,remote,finance,large,"['TypeScript', 'GraphQL', 'Docker', 'Node.js']",4,212482.12543471492
devops_engineer,4.3,bachelor,remote,media,enterprise,"['AWS', 'CI/CD', 'Terraform', 'Docker', 'Kubernetes']",5,190917.13253066412
data_scientist,4.9,associate,remote,energy,startup,"['NumPy', 'Pandas', 'Python', 'NLP', 'PyTorch']",5,165698.2925287481
devops_engineer,3.2,master,remote,energy,large,"['Docker', 'AWS', 'Grafana', 'Ansible']",4,179462.60937783067
software_engineer,3.5,bachelor,berlin,technology,large,"['Next.js', 'TypeScript', 'Python', 'Redis']",4,183609.36121519626
data_scientist,18.8,associate,san_francisco,energy,startup,"['Machine Learning', 'SQL', 'scikit-learn', 'NumPy', 'Pandas', 'NLP', 'TensorFlow', 'PyTorch', 'SHAP', 'Python', 'Docker', 'Terraform']",12,549949.8420594342
software_engineer,6.9,bachelor,austin,finance,mid,"['Java', 'Node.js', 'Docker', 'Redis', 'Python', 'PostgreSQL']",6,255355.322641787
frontend_engineer,5.7,master,bengaluru,finance,small,"['TypeScript', 'React', 'Vue.js', 'Redux', 'JavaScript']",5,101834.13879909492
frontend_engineer,1.2,master,seattle,retail,enterprise,"['JavaScript', 'TypeScript', 'React']",3,130225.36602326982
backend_engineer,7.0,master,bengaluru,education,mid,"['MongoDB', 'Java', 'Redis', 'Python', 'Celery', 'Docker']",6,104781.01108689995
product_manager,1.7,master,remote,healthcare,small,"['A/B Testing', 'Agile', 'Stakeholder Management']",3,152202.87972618119
frontend_engineer,3.2,bachelor,toronto,healthcare,large,"['Vue.js', 'Redux', 'Jest', 'Next.js']",4,146810.69010227395
data_scientist,3.7,bachelor,seattle,manufacturing,small,"['Pandas', 'NumPy', 'TensorFlow', 'SHAP']",4,190702.7296226412
site_reliability_engineer,7.5,bachelor,new_york,finance,startup,"['Prometheus', 'Docker', 'CI/CD', 'Linux', 'Grafana', 'Terraform']",6,313053.0119368209
data_engineer,9.1,master,bengaluru,healthcare,large,"['SQL', 'Kafka', 'dbt', 'ETL', 'Snowflake', 'AWS', 'Airflow']",7,162221.2408642772
site_reliability_engineer,4.2,phd,berlin,technology,enterprise,"['Docker', 'AWS', 'Go', 'Grafana', 'Kubernetes']",5,278943.82867364644
data_scientist,17.1,master,berlin,retail,enterprise,"['SQL', 'Python', 'scikit-learn', 'NLP', 'TensorFlow', 'SHAP', 'Machine Learning', 'Pandas', 'NumPy', 'PyTorch', 'TypeScript']",11,453528.2248201219
product_manager,8.0,none,austin,manufacturing,mid,"['Stakeholder Management', 'Analytics', 'Product Management', 'SQL', 'Agile', 'Figma', 'Jira']",7,159844.78438174643
backend_engineer,4.1,none,seattle,energy,mid,"['Go', 'PostgreSQL', 'Python', 'Docker', 'Redis']",5,183231.87542185592
product_manager,3.0,bachelor,remote,energy,small,"['A/B Testing', 'Analytics', 'Agile', 'Stakeholder Management']",4,157888.192296692
product_manager,5.7,none,london,retail,enterprise,"['Stakeholder Management', 'Product Management', 'Agile', 'Figma', 'A/B Testing']",5,202247.08870455576
data_scientist,1.7,bachelor,bengaluru,energy,startup,"['PyTorch', 'scikit-learn', 'Pandas']",3,81458.46675942616
devops_engineer,6.3,bachelor,seattle,education,enterprise,"['Docker', 'Prometheus', 'Helm', 'CI/CD', 'Grafana', 'Terraform']",6,189731.79463726876
ml_engineer,10.5,master,toronto,consulting,small,"['LLM', 'RAG', 'Machine Learning', 'Docker', 'PyTorch', 'Kubernetes', 'TensorFlow', 'Python']",8,312661.8814563959
devops_engineer,1.4,master,remote,retail,startup,"['Prometheus', 'Kubernetes', 'Terraform']",3,115242.56773421583
backend_engineer,7.1,master,seattle,finance,mid,"['MongoDB', 'Docker', 'Celery', 'PostgreSQL', 'Redis', 'Kafka']",6,328494.18450364046
